Campaign_Goal,Channel_Used,Target_Audience,Language,Location,Customer_Segment,Season,Duration_Days,Acquisition_Cost_Num,pred_ROI,pred_Conversion_Rate,pred_CTR,pred_Engagement_Score,score
Increase Sales,Instagram,Men 45-60,Spanish,New York,Home,Winter,41,8621.776600763367,4.119794402319959,0.07998199510897004,0.3301675920308486,5.515696331867344,0.3242148718562041
Increase Sales,Instagram,Men 35-44,Spanish,New York,Food,Winter,44,8619.699741090435,4.137882845825549,0.07977427179701714,0.33016582783932114,5.465013718713084,0.3238196905964483
Increase Sales,Instagram,Men 35-44,Spanish,Las Vegas,Food,Winter,29,7497.463009643428,4.002791791184899,0.08445748653614427,0.3290177371619732,5.523056040915448,0.32375249728167377
Increase Sales,Twitter,Men 45-60,French,New York,Home,Winter,33,8620.098650144797,4.114239977733161,0.08057744243364214,0.3301653217966803,5.44926151467526,0.32369394263211404
Increase Sales,Twitter,Women 25-34,Spanish,Las Vegas,Fashion,Winter,25,5559.4475480699,4.2739565487412845,0.07963854769734718,0.3258291902252221,5.494867740733181,0.3228791631782888
Increase Sales,Twitter,Men 45-60,Spanish,New York,Food,Winter,29,8616.649444542523,4.1065165465914095,0.08074066631915468,0.33016531624489964,5.434628526425542,0.32259165667479195
Increase Sales,Twitter,Women 35-44,French,New York,Health,Winter,22,8628.667954223478,4.113423113593603,0.08042189880350332,0.33016563931206494,5.446497456018752,0.3224567550908825
Increase Sales,Twitter,Women 45-60,Spanish,Las Vegas,Technology,Winter,17,8614.06543057684,4.11752699742678,0.08022204149324999,0.3301664141940143,5.456447579035404,0.32245363215665457
Increase Sales,Twitter,Women 18-24,French,Austin,Health,Winter,34,8623.863604771874,4.112458628762084,0.08037085384854994,0.3301655599580044,5.443894768845405,0.32184166801998737
Increase Sales,Twitter,All Ages,Spanish,Las Vegas,Health,Winter,44,8618.475143274685,4.109976915720551,0.08019882101197934,0.3301655599580044,5.473444554074882,0.32173385495632034
Increase Sales,Twitter,Men 18-24,Spanish,New York,Health,Winter,20,7378.796456525092,4.028384451160244,0.08432141311354661,0.3287405697199356,5.4247801018006205,0.32122996548911753
Increase Sales,Instagram,All Ages,French,Los Angeles,Health,Winter,29,8623.798156548717,4.116108419527053,0.07993509789980703,0.3301672463536128,5.46858583851023,0.32100895099719867
Increase Sales,Twitter,Men 25-34,French,Las Vegas,Home,Winter,20,8697.147919703737,4.110059258110832,0.08035241858251665,0.3301675784946415,5.432536385683563,0.3207614560684256
Increase Sales,Instagram,All Ages,French,New York,Home,Winter,31,6646.924094054959,4.197321730087711,0.07961094785924086,0.32774774043768307,5.50098859123346,0.32067056171848435
Increase Sales,Instagram,Men 45-60,Spanish,Las Vegas,Food,Winter,36,8618.600622478198,4.096025522029752,0.07984267758687559,0.3301708945672731,5.549786910953142,0.32065363609263553
Increase Sales,Instagram,Women 18-24,French,Las Vegas,Home,Winter,20,8613.807377575169,4.121550730947994,0.07960146260501234,0.33016984872880983,5.4775895457954205,0.32039236704144386
Increase Sales,Twitter,All Ages,Spanish,New York,Technology,Winter,45,6688.910507500208,4.180829456508202,0.08046059316463534,0.3279869134038688,5.417632265094156,0.320381132311722
Increase Sales,Instagram,Men 18-24,Spanish,Miami,Food,Winter,31,6691.225789377103,4.167903523826191,0.08016131078009506,0.32798964013177256,5.502541436986674,0.3202303446243014
Increase Sales,Twitter,All Ages,English,New York,Food,Winter,35,8621.648306419966,4.0965387359917305,0.08026029047704313,0.3301642648546557,5.480623269861283,0.31998981503869756
Increase Sales,Instagram,Men 35-44,French,Las Vegas,Home,Winter,37,8617.868565319535,4.124594849668153,0.07944092768294032,0.3301691414793069,5.4775895457954205,0.31995543262246307
Increase Sales,Twitter,Women 45-60,English,Los Angeles,Technology,Winter,25,8613.35133988651,4.089632691971497,0.08067614314589934,0.3301631061058092,5.44859598782215,0.31975891072093465
Increase Sales,Instagram,Men 25-34,Spanish,Las Vegas,Home,Winter,35,6645.170447002043,4.1741108619369705,0.0798165490474465,0.3277572488144522,5.536865438880997,0.319459143575463
Increase Sales,Instagram,Women 25-34,English,Los Angeles,Fashion,Winter,45,7497.511071018592,3.9721058870957195,0.08466306859280402,0.3290113197983066,5.516009966368072,0.3190357445995988
Increase Sales,Instagram,Men 35-44,Spanish,New York,Health,Winter,35,6691.34207209223,4.185286883432279,0.07966556865702355,0.32799145829712456,5.465945808270134,0.31862372234339975
Increase Sales,Instagram,Women 35-44,Spanish,New York,Health,Winter,17,7379.583881013552,4.03844670339084,0.08320705668404013,0.32874320214001035,5.465945808270134,0.3181779664250593
Increase Sales,Instagram,Women 45-60,English,New York,Food,Winter,26,8614.038181158663,4.102585825870023,0.07955638929987245,0.330165926116838,5.508653632011322,0.3181019438520127
Increase Sales,Instagram,Men 35-44,Spanish,Miami,Technology,Winter,38,7396.950323169334,3.987180444199791,0.08460782848948022,0.3287409053537035,5.478186456124089,0.31800553725392794
Increase Sales,Instagram,Women 35-44,French,Miami,Technology,Winter,42,8614.23178101964,4.1309278094287345,0.07893526322983775,0.3301669539799465,5.476751709209397,0.31794443466794625
Increase Sales,Instagram,Men 25-34,English,Los Angeles,Health,Winter,17,8613.692237452951,4.0879109747384135,0.08012600380253747,0.3301672463536128,5.4876683585352275,0.3179386842145145
Increase Sales,Instagram,Men 35-44,English,New York,Health,Winter,33,8620.047483959514,4.103889908777777,0.07946861019125656,0.3301671229426698,5.51074267146844,0.31790616923589354
Increase Sales,Instagram,Men 45-60,French,Austin,Home,Winter,44,8615.276087470269,4.090230029770621,0.0796093678119577,0.3301675920308486,5.5418318954921455,0.31775830144306916
Increase Sales,Twitter,Women 18-24,French,Los Angeles,Technology,Winter,37,7377.090902224116,4.004039452079778,0.08443677180381512,0.3287350285167722,5.425571471321797,0.3174945720821288
Increase Sales,Instagram,Women 18-24,Spanish,New York,Food,Winter,31,6651.9910029497605,4.168219894748647,0.07989540425436079,0.32798942048907037,5.472954421741956,0.31724107139879676
Increase Sales,Instagram,Women 35-44,French,Los Angeles,Food,Winter,32,6688.914376253399,4.175147915215107,0.07959400475193472,0.32798568846541315,5.485048074406747,0.3172031034603892
Increase Sales,Twitter,Women 18-24,French,Los Angeles,Health,Winter,23,7372.186819091498,4.000877053613916,0.08439928802171683,0.328737428013438,5.426748654976856,0.3167561808988656
Increase Sales,Instagram,Men 18-24,Spanish,New York,Home,Winter,44,8967.828038325559,4.060425407702383,0.08034790473750804,0.3303622569757154,5.5127559072138705,0.316662221945866
Increase Sales,Twitter,Men 18-24,English,Miami,Food,Winter,23,7400.241579514958,3.9652160126463634,0.08487283120153986,0.32873960931405266,5.499257474490247,0.3166178302263867
Increase Sales,Instagram,Men 18-24,Spanish,New York,Home,Winter,30,8890.689176771913,4.060425407702383,0.08034790473750804,0.3303478479296809,5.5127559072138705,0.31657451263729075
Increase Sales,Twitter,Men 25-34,Spanish,New York,Home,Winter,15,7375.955725666037,4.027490585912279,0.08322235799954403,0.3287393952231311,5.47013446230198,0.3164456483722983
Increase Sales,Instagram,Women 25-34,French,New York,Technology,Winter,36,7376.377241239209,4.029493808918316,0.08288076976810502,0.3287407181420374,5.505159692976995,0.31638152625403293
Increase Sales,Twitter,All Ages,French,Miami,Home,Winter,22,7375.65980758309,4.006571287913191,0.08391692819254508,0.3287402845370535,5.452586781632797,0.3160717297009225
Increase Sales,Twitter,Women 35-44,English,Los Angeles,Technology,Winter,39,8621.88402095185,4.085122412138295,0.08018563380578675,0.33016321059329584,5.450441267779151,0.3160008309822718
Increase Sales,Twitter,Men 45-60,French,Austin,Technology,Winter,39,7380.353390298942,3.987214705974023,0.0845364923395186,0.3287403003145351,5.444177909341758,0.31595077332390475
Increase Sales,Twitter,Men 35-44,French,Miami,Fashion,Winter,20,7398.687071907849,3.9937562225557244,0.08424694045965833,0.3287423819378201,5.452586781632797,0.3157752477961908
Increase Sales,Instagram,Men 18-24,Spanish,New York,Food,Winter,45,8553.76957535921,4.083348675364449,0.08028469925646685,0.3299733910376775,5.463423305978274,0.31574908110272576
Increase Sales,Instagram,Men 18-24,Spanish,New York,Food,Winter,39,8976.972452179154,4.05429065933764,0.08028469925646685,0.3303622569757154,5.514829093746959,0.3152500575517439
Increase Sales,Twitter,Men 45-60,English,Miami,Food,Winter,24,8614.558807882344,4.056203769385619,0.08060108317486506,0.33016620555882203,5.488742169614304,0.3151146406027945
Increase Sales,Twitter,Women 25-34,French,Austin,Home,Winter,17,8616.08116998131,4.098740871435186,0.07955744701827289,0.3301642652591898,5.459505067672232,0.3150574582376142
Increase Sales,Twitter,Women 45-60,English,New York,Health,Winter,33,6689.278507473836,4.1498082122026,0.08000208382293668,0.3279888700258649,5.48367624644681,0.315039546839191
Increase Sales,Instagram,Men 18-24,Spanish,New York,Food,Winter,39,8523.109065288252,4.078399198805555,0.08028469925646685,0.3299733910376775,5.463423305978274,0.31484436214631206
Increase Sales,Instagram,Women 25-34,Spanish,Las Vegas,Food,Winter,25,8431.175249308799,4.06728616728205,0.08001998881081501,0.3299712591312537,5.539611449452591,0.31479350894865454
Increase Sales,Instagram,Men 18-24,Spanish,New York,Food,Winter,26,8348.330530320854,4.078399198805555,0.08028469925646685,0.32990093100207285,5.4713640090071465,0.31478104165278004
Increase Sales,Instagram,Men 18-24,Spanish,New York,Food,Winter,25,8336.53934052083,4.078399198805555,0.08028469925646685,0.32990093100207285,5.4713640090071465,0.31478104165278004
Increase Sales,Instagram,Men 18-24,Spanish,New York,Food,Winter,16,8303.180654064628,4.078399198805555,0.08028469925646685,0.32990093100207285,5.4713640090071465,0.31478104165278004
Increase Sales,Instagram,Men 18-24,Spanish,New York,Food,Winter,19,8331.180734482577,4.078399198805555,0.08028469925646685,0.32990093100207285,5.4713640090071465,0.31478104165278004
Increase Sales,Twitter,Women 35-44,Spanish,Los Angeles,Technology,Winter,17,7378.041542301488,4.001435142445412,0.08396742325556397,0.32873510787083277,5.436445460584333,0.3146446153670459
Increase Sales,Instagram,Women 25-34,Spanish,Las Vegas,Food,Winter,41,8482.972964222634,4.06728616728205,0.08001998881081501,0.32997736364985625,5.5344381347125875,0.31458456551642555
Increase Sales,Instagram,Women 25-34,Spanish,Las Vegas,Fashion,Winter,44,8284.133464556497,4.0686323930381,0.08001998881081501,0.3299049036142516,5.537836069008744,0.31455121651263057
Increase Sales,Instagram,Men 25-34,French,New York,Home,Winter,45,8731.820354741305,4.070359240590852,0.08000072887377241,0.3301665406406047,5.494435624965733,0.31427619404687057
Increase Sales,Instagram,Women 35-44,French,Miami,Food,Winter,38,6463.02266546326,4.021546792782504,0.08365988594946483,0.32774870355388536,5.510637805835664,0.31395118075296824
Increase Sales,Instagram,Men 45-60,French,Los Angeles,Home,Winter,40,6690.097860350869,4.130845530200361,0.0800622049922798,0.32798707508317837,5.5239344718650765,0.31384797032125694
Increase Sales,Instagram,Men 18-24,Spanish,Austin,Home,Winter,30,8577.586723565837,4.062272246586342,0.08038782702611975,0.3299733910376775,5.490516757447295,0.31382075575674945
Increase Sales,Instagram,Men 18-24,English,Miami,Technology,Winter,15,7396.535938822386,3.984389430943856,0.08384678911287075,0.3287409429319862,5.499283863371489,0.31381041509843727
Increase Sales,Twitter,Men 18-24,Spanish,New York,Fashion,Winter,18,8731.13792886502,4.06131108410336,0.08078904008924424,0.3301635951834355,5.4168393987717485,0.31376981498107004
Increase Sales,Twitter,Men 18-24,French,Miami,Home,Winter,24,7385.985574886968,4.0125140101330015,0.08322854490768199,0.32873960931405266,5.468851390858247,0.31368645110489224
Increase Sales,Instagram,Men 18-24,Spanish,New York,Fashion,Winter,22,8246.523535887982,4.077992783353762,0.08034817035970321,0.32968982541743197,5.466821240274431,0.313596675207635
Increase Sales,Twitter,Men 18-24,French,New York,Technology,Winter,26,8349.824902325527,4.055851998575064,0.08088591011419037,0.3298982690228593,5.452323618814187,0.31344173682031773
Increase Sales,Instagram,Men 18-24,Spanish,Las Vegas,Health,Winter,35,7975.765740147803,4.086950513185946,0.07985847468843622,0.3295175506526484,5.514457014708817,0.3134344691649394
Increase Sales,Instagram,Women 25-34,Spanish,Las Vegas,Technology,Winter,15,8461.910414270089,4.072076445478107,0.07980671193356767,0.32997282307326037,5.517483106475856,0.3133119566878829
Increase Sales,Twitter,Men 45-60,French,New York,Technology,Winter,24,7383.135286885053,4.005581637778636,0.08356246212886106,0.3287403003145351,5.442801832380175,0.313241553248629
Increase Sales,Twitter,Men 18-24,French,New York,Health,Winter,26,8961.469184202517,4.028581060641288,0.08072244990525837,0.3303606674898575,5.51319958384092,0.3131603958027679
Increase Sales,Instagram,Women 25-34,Spanish,Las Vegas,Technology,Winter,34,8336.444355592213,4.072076445478107,0.07980671193356767,0.32990435383739114,5.522684373926268,0.31314260958220175
Increase Sales,Instagram,Men 18-24,Spanish,Las Vegas,Fashion,Winter,42,8887.743246383236,4.033214230559533,0.08020858721541359,0.33035115601788606,5.56264712939218,0.3131357503588761
Increase Sales,Instagram,Women 25-34,Spanish,Las Vegas,Fashion,Winter,32,8257.901541822383,4.066879751830257,0.08001998881081501,0.32969379802961074,5.537836069008744,0.31294582889199885
Increase Sales,Instagram,Men 18-24,Spanish,Austin,Home,Winter,32,8479.275563339263,4.057322770027448,0.08038782702611975,0.3299733910376775,5.490516757447295,0.31291603680033575
Increase Sales,Instagram,Men 18-24,Spanish,Austin,Home,Winter,20,8484.80581325361,4.057322770027448,0.08038782702611975,0.3299733910376775,5.490516757447295,0.31291603680033575
Increase Sales,Instagram,Women 25-34,Spanish,Las Vegas,Home,Winter,39,8216.163594017806,4.066879751830257,0.0799338423989811,0.3296938035813914,5.545653520569746,0.3127869966737008
Increase Sales,Twitter,Women 18-24,Spanish,Miami,Technology,Winter,20,7377.545469515814,3.986074681658476,0.0840091554119991,0.3287397292084124,5.4483090758128565,0.3126864787971828
Increase Sales,Instagram,Men 18-24,Spanish,Miami,Home,Winter,29,8611.593278994906,4.046306310401373,0.08048297296389666,0.33016675473152624,5.49026836222027,0.3126537370572217
Increase Sales,Instagram,Men 18-24,Spanish,Las Vegas,Technology,Winter,19,8532.815645955963,4.060766822467455,0.08020341435426602,0.32997614934902214,5.493830461336575,0.312583827218349
Increase Sales,Instagram,Women 35-44,English,Las Vegas,Technology,Winter,40,8620.397382708208,4.093531939932858,0.07912687751413852,0.33016937275422925,5.482598478715903,0.3125822235854097
Increase Sales,Twitter,Men 35-44,French,Los Angeles,Food,Winter,28,7372.640468268782,4.00698543906248,0.08350093301140761,0.32873768124617997,5.431291423709571,0.31255556054489736
Increase Sales,Instagram,Men 18-24,Spanish,Los Angeles,Fashion,Winter,37,8593.462494276291,4.056829935165401,0.08034312442960144,0.3301652815790439,5.46446823379617,0.3124794255340437
Increase Sales,Twitter,Women 45-60,French,New York,Technology,Winter,28,7387.982857590307,4.021319558926061,0.08285437582570625,0.3287375016820685,5.450881647214101,0.31212306743909796
Increase Sales,Instagram,Women 25-34,French,Las Vegas,Health,Winter,16,8589.28614983139,4.068244287557877,0.07968636941688083,0.33016782504492614,5.496912342621432,0.3120784499336595
Increase Sales,Instagram,Men 18-24,Spanish,Las Vegas,Health,Winter,28,8539.602644362969,4.057322770027448,0.0801238609109763,0.32997468614102615,5.506516311679945,0.31205872995101175
Increase Sales,Twitter,Men 18-24,French,New York,Fashion,Winter,18,8302.743354088288,4.047946446078928,0.0807694961404022,0.3298988187997198,5.467475313896664,0.31200357518039873
Increase Sales,Instagram,Men 18-24,Spanish,New York,Technology,Winter,28,8750.966781416239,4.059080937533698,0.08034299749855564,0.33016531564074336,5.4437288421630825,0.31190370984760646
Increase Sales,Instagram,Men 18-24,Spanish,New York,Home,Winter,31,8155.83522522232,4.077992783353762,0.08008251851496796,0.3296720730143377,5.467031637269614,0.3118619247737498
Increase Sales,Instagram,Women 25-34,Spanish,Las Vegas,Home,Winter,29,8044.628632725527,4.066879751830257,0.0799338423989811,0.3295405638802527,5.545653520569746,0.3118542112414822
Increase Sales,Instagram,Men 18-24,Spanish,Los Angeles,Health,Winter,25,8611.433809387592,4.056829935165401,0.08025839812516415,0.3301665766823926,5.462002389057064,0.31184800067617846
Increase Sales,Twitter,Men 18-24,Spanish,New York,Health,Winter,15,8980.129982913317,4.032865629121518,0.08070431378480696,0.3303606674898575,5.470504371744877,0.31180076329634526
Increase Sales,Twitter,Men 18-24,Spanish,New York,Health,Winter,28,8976.15219307522,4.032865629121518,0.08070431378480696,0.3303606674898575,5.470504371744877,0.31180076329634526
Increase Sales,Twitter,Men 18-24,French,Miami,Technology,Winter,20,8581.408785469474,4.051632968036582,0.08071549648084395,0.32997146034057107,5.445758992746899,0.31175384088208474
Increase Sales,Instagram,Women 25-34,Spanish,Las Vegas,Food,Winter,21,8824.061852747534,4.038228151255242,0.08001998881081501,0.3303518205418597,5.538455976271194,0.3117435178242537
Increase Sales,Instagram,Men 18-24,Spanish,New York,Technology,Winter,37,8158.427666753372,4.081436835793769,0.08007761127601556,0.3296715232374772,5.451669545191955,0.3117270881376039
Increase Sales,Twitter,Men 18-24,French,Miami,Technology,Winter,24,8448.45709419101,4.046683491477689,0.08084147290767765,0.32996551385378375,5.448498428325359,0.3117193932135126
Increase Sales,Instagram,Women 35-44,Spanish,Los Angeles,Home,Winter,36,7384.304181932067,4.02356342127312,0.08247848586335657,0.3287375465942679,5.4818168011208535,0.311689246374422
Increase Sales,Twitter,Men 18-24,French,New York,Home,Winter,15,8380.576307280375,4.051841938423096,0.08058999070750086,0.3298988187997198,5.467475313896664,0.31160969057817517
Increase Sales,Instagram,Men 18-24,Spanish,Los Angeles,Home,Winter,28,8367.307821425136,4.051880458606507,0.0805223642403076,0.3298971196243551,5.472619333820226,0.3114344461559913
Increase Sales,Instagram,Men 25-34,Spanish,New York,Home,Winter,21,8982.182212136682,4.036382417962151,0.07985557802869386,0.33036293219871626,5.557353417658233,0.31135980600033747
Increase Sales,Twitter,All Ages,English,Miami,Technology,Winter,33,7372.599119862674,3.9723383512304897,0.08401706061894446,0.3287397292084124,5.470996895795066,0.31130360120548356
Increase Sales,Instagram,Women 25-34,Spanish,Las Vegas,Food,Winter,17,8204.598207386516,4.065533526074207,0.07975460258827494,0.32969379802961074,5.54237883774146,0.3112807952458642
Increase Sales,Instagram,Men 18-24,Spanish,Austin,Home,Winter,30,8276.82251871133,4.055570128819605,0.08038782702611975,0.32968982541743197,5.498457460476167,0.31124732868617205
Increase Sales,Instagram,Women 25-34,English,Miami,Home,Winter,30,7378.2648525334525,3.974708520956166,0.08332531759606968,0.32874216278460094,5.549417149357991,0.31122035287585403
Increase Sales,Twitter,Men 18-24,French,Miami,Fashion,Winter,41,8584.733107023352,4.042157711776918,0.08059908250705577,0.3301644844973579,5.460910687829375,0.3112003626370569
Increase Sales,Instagram,Women 25-34,French,Las Vegas,Health,Winter,23,8417.528373674912,4.068244287557877,0.07968636941688083,0.3299692461463972,5.502085657361436,0.31111578250828087
Increase Sales,Twitter,Men 18-24,Spanish,Las Vegas,Technology,Winter,16,8386.914505632401,4.045035033917186,0.0807658709187428,0.32990157711106444,5.459730025891637,0.31109739577524526
Increase Sales,Instagram,Men 25-34,French,New York,Health,Winter,43,8405.616237126553,4.051151307527362,0.08025916449836362,0.3299028957766417,5.499608939705737,0.31099866848712016
Increase Sales,Instagram,Men 25-34,Spanish,New York,Technology,Winter,41,8467.508077214108,4.053807146350785,0.08002991060044763,0.3299735109320372,5.509508114495261,0.3109724429323971
Increase Sales,Instagram,Men 18-24,French,New York,Technology,Winter,34,8579.464267537927,4.070965555357056,0.07976864598986703,0.329972841260817,5.476305780387302,0.3109156136255544
Increase Sales,Instagram,Men 25-34,French,New York,Food,Winter,32,8557.835382023466,4.051151307527362,0.08018023430667374,0.3299740607088977,5.498978393698448,0.31091556640298207
Increase Sales,Instagram,Women 25-34,French,Las Vegas,Health,Winter,41,8497.732481297522,4.068244287557877,0.07968636941688083,0.3299753506649998,5.496912342621432,0.3109068390760519
Increase Sales,Twitter,Men 18-24,Spanish,New York,Fashion,Winter,39,8318.956434963255,4.052231014559159,0.08078904008924424,0.3298988187997198,5.4247801018006205,0.3108760920853607
Increase Sales,Instagram,Men 18-24,Spanish,Miami,Fashion,Winter,43,7966.569630111618,4.070984577000977,0.08003834693065041,0.3295165902467655,5.497998668253959,0.3108354531670157
Increase Sales,Instagram,Men 18-24,Spanish,Las Vegas,Technology,Winter,43,8812.999289152041,4.03665828299954,0.08020341435426602,0.3303506062410256,5.500107488099625,0.31075497127099605
Increase Sales,Instagram,Men 25-34,French,New York,Health,Winter,30,8908.073665306452,4.0220932915005525,0.08025916449836362,0.33035144839765496,5.548100597938861,0.31072433430164786
Increase Sales,Twitter,Men 18-24,Spanish,Austin,Technology,Winter,45,8902.40998613727,4.020926494449269,0.0807658709187428,0.3303450279186521,5.486778499868953,0.3106766412411418
Increase Sales,Instagram,Men 18-24,Spanish,Los Angeles,Health,Winter,23,8543.180901881906,4.056829935165401,0.08025839812516415,0.3299741023024662,5.462002389057064,0.3106763898185708
Increase Sales,Instagram,Women 18-24,Spanish,New York,Home,Winter,28,8597.095806713747,4.058293025542545,0.07997408990202469,0.3301665406406047,5.46828840154137,0.310662613869228
Increase Sales,Instagram,Women 25-34,Spanish,Las Vegas,Health,Winter,32,8206.096169301441,4.066879751830257,0.07966987628383765,0.32969178504475427,5.535370224269638,0.31065920521299883
Increase Sales,Twitter,Men 18-24,Spanish,Austin,Health,Winter,27,8590.294189789169,4.043556713343716,0.08056473064051733,0.3301648902867842,5.448265221978301,0.3106453496987518
Increase Sales,Instagram,Men 18-24,French,New York,Technology,Winter,23,8409.962870599247,4.066016078798162,0.07989462241670074,0.32990038122521237,5.481479095127306,0.31059207455224513
Increase Sales,Instagram,Men 18-24,Spanish,Miami,Home,Winter,27,8328.340955280259,4.041356833842479,0.08048297296389666,0.32990182031599524,5.498209065249142,0.31051408674966835
Increase Sales,Instagram,Men 18-24,Spanish,Las Vegas,Technology,Winter,33,8787.654324427633,4.03665828299954,0.08020341435426602,0.3303506062410256,5.493830461336575,0.3104563638049976
Increase Sales,Instagram,Women 18-24,Spanish,New York,Technology,Winter,25,7969.345864509725,4.09136482114105,0.07970379644053222,0.3295158208272028,5.453259957926764,0.31036661692940487
Increase Sales,Instagram,Women 25-34,Spanish,New York,Health,Winter,35,7979.820681625436,4.079177325935239,0.07980945942812727,0.32951821517662205,5.485268605096145,0.3103271246148571
Increase Sales,Instagram,Women 18-24,French,New York,Health,Winter,19,7386.369780470378,4.031304985375656,0.08187414705121031,0.3287431227859498,5.50098859123346,0.31032693506361064
Increase Sales,Instagram,Women 25-34,Spanish,Miami,Technology,Winter,16,7371.859352692397,3.993063027442942,0.0830332826036855,0.3287416074559598,5.4975092529501,0.3103034255530649
Increase Sales,Instagram,Men 18-24,Spanish,Los Angeles,Health,Winter,21,8930.183493205108,4.027771919138592,0.08025839812516415,0.33036521295227433,5.515667362030192,0.31029850284170524
Increase Sales,Instagram,Women 45-60,Spanish,New York,Fashion,Winter,36,7392.519535977928,4.0395689879647065,0.08189028191636642,0.328739934853723,5.466566373052239,0.3102800057819972
Increase Sales,Instagram,Men 18-24,Spanish,Las Vegas,Health,Winter,24,8856.771153605208,4.033214230559533,0.0801238609109763,0.3303491430330296,5.512793338442995,0.3102298740036588
Increase Sales,Twitter,Men 18-24,French,New York,Technology,Winter,29,8211.248704989775,4.054099357367221,0.0806205238916503,0.3296871634382184,5.452323618814187,0.31020128704328837
Increase Sales,Twitter,Men 18-24,French,New York,Technology,Winter,19,8187.324272087511,4.054099357367221,0.0806205238916503,0.3296871634382184,5.452323618814187,0.31020128704328837
Increase Sales,Twitter,Men 18-24,Spanish,Austin,Technology,Winter,21,8387.968192067587,4.045035033917186,0.0807658709187428,0.3298982690228593,5.4410542299246965,0.31018882381785956
Increase Sales,Twitter,Men 18-24,French,New York,Health,Winter,40,8157.053114933254,4.050936958901361,0.080583040109552,0.3296712559153333,5.467475313896664,0.3100162474152075
Increase Sales,Instagram,Women 25-34,French,Las Vegas,Fashion,Winter,23,8963.870075205892,4.03918627153107,0.07960743922519095,0.33036172238691786,5.55057731559456,0.3100138116125353
Increase Sales,Twitter,Men 18-24,Spanish,Las Vegas,Home,Winter,26,8526.734289828433,4.037759575098715,0.08064945694495462,0.3299744288917143,5.469640489414705,0.3099651858818079
Increase Sales,Twitter,Men 18-24,Spanish,Austin,Home,Winter,37,8554.352798620026,4.042709051657608,0.08064945694495462,0.32997112080350915,5.450964693447765,0.3099613328808358
Increase Sales,Instagram,Women 25-34,French,Las Vegas,Fashion,Winter,27,8888.294236742742,4.03918627153107,0.07960743922519095,0.3303518205418597,5.55057731559456,0.30995353808841775
Increase Sales,Instagram,Men 25-34,Spanish,New York,Fashion,Winter,29,8432.71174865555,4.050363093910778,0.0800350834615952,0.3299679561902951,5.501044307864107,0.3099383239546682
